g,se,ci_lo,ci_hi,tau2,Q,I2,k,pres
-5.371845266732355,1.4768153294732596,-8.266403312499943,-2.477287220964766,10.882563532356318,2967.1569106814886,99.8651908166501,5,81.07892114594466
