r_pct,p_pct,rho_pct,sp_pct,r_g,p_g,rho_g,sp_g,k
-0.6413198159890615,0.3586801840109386,-0.6000000000000001,0.3999999999999999,-0.8275034646343635,0.17249653536563647,-0.19999999999999998,0.8,4
